RBD;NOM_COM_RBD;lon;lat
13570;SALAMANCA;-71,1210928;-29,9424409
13573;OVALLE;-71,2122980;-30,6115096
13574;LA SERENA;-71,2050134;-29,9228576
13576;LA SERENA;-71,2314392;-29,8859717
13579;COMBARBALA;-103,3853888;25,5069476
13580;LA SERENA;-71,0587429;-29,9966639
13582;LA SERENA;-71,2644341;-29,9425293
13584;COQUIMBO;-71,2456248;-29,8726587
13586;LA SERENA;-71,2323532;-29,8725008
13587;LA SERENA;-71,2110702;-29,9279812
13590;OVALLE;-71,1983797;-30,5825272
13591;OVALLE;-71,2061739;-30,6035584
13592;LA SERENA;-71,2519374;-29,9026691
13593;COQUIMBO;-71,3307570;-29,9970500
13604;COQUIMBO;-71,3106959;-29,9665122
13606;VICU�A;-70,7189499;-30,0361498
13608;COQUIMBO;-71,3326400;-29,9885200
13610;LA SERENA;-71,2218324;-29,9787144
13611;ANDACOLLO;-71,0828027;-30,2357949
13612;COQUIMBO;-71,3303100;-29,9714000
13621;COQUIMBO;-71,3450412;-29,9671315
13626;COQUIMBO;-71,3427684;-29,9617446
13627;SALAMANCA;-70,9738714;-31,7743278
13632;COQUIMBO;-71,2542731;-29,9728831
13633;COQUIMBO;-71,2998859;-29,9706540
13637;COQUIMBO;-71,2770318;-29,9564698
14201;LOS ANDES;-70,6114687;-32,8253745
14202;PANQUEHUE;-70,8342431;-32,7700508
14206;QUILLOTA;-71,2709411;-32,9060619
14208;QUILLOTA;-71,2403428;-32,8857305
14210;CALERA;-71,2128179;-32,7939574
14211;VILLA ALEMANA;-71,3854188;-33,0452880
14212;CALERA;-95,9735919;36,0925073
14213;QUINTERO;-71,5344009;-32,7941227
14215;NOGALES;-71,1990915;-32,7362900
14217;CALLE LARGA;-70,5850604;-32,8608943
14224;CONCON;-71,5180652;-32,9272738
14225;VI�A DEL MAR;-71,5589456;-33,0268572
14232;VALPARAISO;-71,6335960;-33,0465310
14233;QUILPUE;-71,3999061;-33,0501883
14234;VALPARAISO;-71,5937100;-33,0611200
14237;QUILPUE;-71,4678139;-33,0454755
14247;VALPARAISO;-71,6373550;-33,0291050
14249;CONCON;-71,5326154;-32,9470210
14250;VI�A DEL MAR;-71,5373753;-33,0302922
14260;VI�A DEL MAR;-71,5190886;-32,9933076
14265;VI�A DEL MAR;-71,5419070;-33,0029525
14266;QUILPUE;-71,4445768;-33,0656627
14270;QUILLOTA;-71,2449600;-32,8911136
14280;VI�A DEL MAR;-71,5383047;-32,9532365
14284;VI�A DEL MAR;-71,5632008;-33,0238045
14288;SAN ANTONIO;-71,6118829;-33,6145222
14289;CALERA;-71,1849713;-32,7792405
14292;VI�A DEL MAR;-71,5592230;-33,0227060
14299;QUILPUE;-71,4382887;-33,0494342
14307;LIMACHE;-71,2693733;-32,9864494
14308;QUILLOTA;-71,2770228;-32,9372962
14313;VILLA ALEMANA;-71,3926523;-33,0588591
14314;QUILPUE;-71,4291180;-33,0470740
14315;VALPARAISO;-71,6391500;-33,0309400
14316;VI�A DEL MAR;-71,5311800;-32,9842000
14323;VI�A DEL MAR;-71,4923625;-32,9992690
14324;VI�A DEL MAR;-71,5507019;-33,0217013
14329;PETORCA;-70,9303519;-32,2514211
14330;VALPARAISO;-71,6145340;-33,0560700
14332;CABILDO;-71,0781637;-32,4354410
14334;VI�A DEL MAR;-71,5444158;-32,9945873
14336;QUILPUE;-71,4444530;-33,0447690
14338;VALPARAISO;-71,6246802;-33,0426279
14348;SAN ANTONIO;-71,5979879;-33,6099239
14351;VI�A DEL MAR;-71,4887157;-32,9966569
14359;QUILPUE;-71,4153425;-33,0464870
14363;VILLA ALEMANA;-71,3713250;-33,0436560
14364;VALPARAISO;-71,5637951;-33,0535716
14365;QUILPUE;-71,4029578;-33,0535051
14371;VALPARAISO;-71,6181110;-33,0469240
14372;QUILPUE;-71,4458193;-33,0478969
14373;SAN ANTONIO;-71,6184568;-33,6136543
14375;VILLA ALEMANA;-71,3935623;-33,0537910
14376;LA LIGUA;-71,2355987;-32,4493018
14379;CONCON;-71,5330120;-32,9401150
14380;CASABLANCA;-71,3537694;-33,3465182
14381;CASABLANCA;-71,4210068;-33,3222820
14387;VI�A DEL MAR;-71,4953900;-33,0303500
14389;VALPARAISO;-71,6251563;-33,0410395
14395;CABILDO;-71,0674611;-32,4291171
14396;VI�A DEL MAR;-71,4994517;-33,0082221
14397;QUILLOTA;-71,2514749;-32,8773332
14400;ALGARROBO;-71,6655959;-33,3732701
14402;QUILPUE;-71,4355532;-33,0417935
14412;SAN FELIPE;-70,7276549;-32,7570486
14413;VALPARAISO;-71,5745271;-33,1122107
14414;CALLE LARGA;-70,6065228;-32,8523377
14416;LA LIGUA;-71,2405305;-32,4524508
14417;VALPARAISO;-71,6166908;-33,0451459
14418;QUILPUE;-71,4842135;-33,0372938
14420;EL QUISCO;-71,6928804;-33,4019823
14421;VI�A DEL MAR;-71,5497150;-33,0255020
14428;VI�A DEL MAR;-71,5425794;-33,0217631
14439;VI�A DEL MAR;-71,5574856;-33,0307256
14452;VI�A DEL MAR;-71,5357424;-33,0073000
14453;QUILPUE;-71,4056235;-33,0390972
14454;SAN FELIPE;-70,7208115;-32,7500000
14462;VILLA ALEMANA;-71,3805556;-33,0455109
14466;VALPARAISO;-71,5708827;-33,1202413
14467;VALPARAISO;-71,6150877;-33,0472344
14470;QUILPUE;-71,4274651;-33,0706734
14476;QUILLOTA;-71,2275986;-32,8984050
14479;CABILDO;-71,0691001;-32,4264928
14482;QUILPUE;-71,4175190;-33,0533770
14487;LA LIGUA;-71,2493040;-32,4565594
14490;VI�A DEL MAR;-71,5012594;-32,9994165
14492;SAN ANTONIO;-70,5886030;-33,4308790
14494;VI�A DEL MAR;-71,5299815;-33,0367962
14498;CONCON;-71,5350730;-32,9507933
14502;SAN FELIPE;-70,7115862;-32,7742109
14504;CONCON;-71,5221407;-32,9328261
14506;CALERA;-71,2035439;-32,7927109
14507;ALGARROBO;-71,6655885;-33,3726021
14508;QUILPUE;-71,4463697;-33,0478831
14510;LIMACHE;-71,2708677;-32,9871033
14511;CASABLANCA;-71,4117800;-33,3090474
14514;CASABLANCA;-71,4037181;-33,3184070
14515;QUILPUE;-71,4075817;-33,0383588
14516;VI�A DEL MAR;-71,5422210;-33,0289750
14518;VILLA ALEMANA;-71,3759212;-33,0451735
14523;CARTAGENA;-71,5732757;-33,5496701
14525;SAN ANTONIO;-98,4936282;29,4241219
14526;QUINTERO;-71,5320958;-32,8021406
14527;QUILPUE;-71,4458193;-33,0478969
14533;QUILPUE;-71,4263743;-33,0701538
14534;LIMACHE;-71,2456628;-32,9935729
14537;LA LIGUA;-71,2328812;-32,4453762
14538;VALPARAISO;-71,6348840;-33,0289591
14539;SAN ANTONIO;-71,6154000;-33,6176150
14541;VALPARAISO;-71,6362787;-33,0234053
14545;QUILPUE;-71,4030205;-33,0464192
14546;VI�A DEL MAR;-71,4900877;-32,9975081
14547;SAN ANTONIO;-71,6097880;-33,6123884
14548;CARTAGENA;-70,5780121;-33,6108565
14552;QUILPUE;-71,4835585;-33,0408399
14556;VI�A DEL MAR;-71,5489604;-33,0160919
14565;LLAILLAY;-70,9442159;-32,8362937
14568;SAN ANTONIO;-71,6144900;-33,6105244
14573;QUILLOTA;-71,2666580;-32,9490461
14580;VILLA ALEMANA;-71,3670356;-33,0471086
14587;LLAILLAY;-70,9520567;-32,8425438
14592;VI�A DEL MAR;-71,5230599;-32,9924760
14593;CALERA;-71,1942569;-32,7848250
14594;QUILLOTA;-71,2374076;-32,8630080
14599;QUILPUE;-71,4346334;-33,0433710
14601;VALPARAISO;-71,6090250;-33,0475830
14602;QUILPUE;-71,4605710;-33,0545900
14605;CONCON;-71,5309282;-32,9359021
14606;VALPARAISO;-71,6334873;-33,0465834
14608;VI�A DEL MAR;-71,4998069;-33,0013462
14609;VALPARAISO;-70,7952864;-33,5138862
14614;SAN FELIPE;-70,7232745;-32,7506280
14616;VI�A DEL MAR;-71,5026331;-33,0135535
14621;CASABLANCA;-71,3962732;-33,3215956
14622;VILLA ALEMANA;-71,3733390;-33,0411570
14625;SAN ANTONIO;-71,6126877;-33,5958616
14626;SAN ANTONIO;-71,6118018;-33,6222678
14628;QUILLOTA;-71,2441752;-32,8811795
14629;VI�A DEL MAR;-71,5030600;-33,0279100
14637;VILLA ALEMANA;-71,3852016;-33,0447872
14639;VILLA ALEMANA;-71,3697990;-33,0479272
14641;LIMACHE;-71,2544457;-33,0092848
14642;QUILPUE;-71,4564336;-33,0468427
14643;CASABLANCA;-71,3989539;-33,3330214
14649;CALERA;-71,2192833;-32,7916142
14654;VI�A DEL MAR;-71,5434412;-33,0233177
14657;VI�A DEL MAR;-71,5564868;-33,0337652
14659;QUILPUE;-71,4408757;-33,0497420
14670;LOS ANDES;-70,6302506;-32,8340280
14671;QUILLOTA;-71,2618280;-32,8902832
14672;QUILPUE;-71,4070390;-33,0329480
14673;QUILLOTA;-71,2409446;-32,8689046
14674;VILLA ALEMANA;-71,3904225;-33,0477207
14675;ISLA DE PASCUA;-109,4230717;-27,1608244
14676;VALPARAISO;-71,6109679;-33,0512095
14677;QUILPUE;-71,3988262;-33,0606049
14678;VALPARAISO;-71,6016660;-33,0439720
14687;QUILPUE;-71,4193618;-33,0699679
14697;SAN FELIPE;-70,7083669;-32,7421908
14699;SAN ANTONIO;-71,5995700;-33,5899800
14703;VI�A DEL MAR;-71,4960215;-32,9954342
14706;LIMACHE;-71,2628402;-33,0032881
14707;SAN FELIPE;-70,7263548;-32,7544025
14711;SAN ANTONIO;-71,6133992;-33,6032127
14716;VI�A DEL MAR;-71,5330300;-33,0295300
14717;QUILPUE;-71,4227959;-33,0677217
14718;QUILPUE;-71,4353702;-33,0438604
14719;VILLA ALEMANA;-71,3743591;-33,0486009
14720;QUILPUE;-71,4215370;-33,0482980
14737;HIJUELAS;-71,1458512;-32,8032760
14750;SAN FELIPE;-70,6988794;-32,7384353
14751;SANTO DOMINGO;-71,6017326;-33,6713168
14753;VI�A DEL MAR;-71,5298457;-33,0313512
14759;CARTAGENA;-71,5976760;-33,5417870
14760;VALPARAISO;-71,5796280;-33,0561581
14761;VALPARAISO;-71,6165192;-33,0489273
14762;LOS ANDES;-70,6058000;-32,8302330
14764;VALPARAISO;-71,5788265;-33,1145909
14770;QUILLOTA;-71,2547148;-32,8779104
14771;QUILPUE;-71,4424163;-33,0491753
14773;VALPARAISO;-71,6380866;-33,0322172
14775;QUILPUE;-71,4318633;-33,0309214
14778;VILLA ALEMANA;-71,3758920;-33,0643770
14779;VALPARAISO;-71,6268045;-33,0427320
14782;CALERA;-71,2180564;-32,7876765
14783;VALPARAISO;-71,5705498;-33,1266494
14788;SAN ANTONIO;-71,6126817;-33,5827881
14790;QUILPUE;-71,4408757;-33,0497420
14791;VALPARAISO;-71,6214680;-33,0455484
14796;QUILPUE;-71,4227959;-33,0677217
14801;VI�A DEL MAR;-71,5352739;-33,0582839
14804;QUILPUE;-71,4601096;-33,0555637
14805;EL QUISCO;-71,6923017;-33,4051286
14818;VALPARAISO;-71,5884020;-33,0318780
14819;PUTAENDO;-70,7186544;-32,6415589
14820;SANTA MARIA;-70,6565687;-32,7509119
14822;CONCON;-71,5193398;-32,9295742
14823;PAPUDO;-71,4463600;-32,5082318
14824;VILLA ALEMANA;-71,3925059;-33,0596647
14825;CARTAGENA;-75,5449430;10,4199620
14846;VALPARAISO;-71,6108772;-33,0492173
14848;LA CRUZ;-87,6845409;42,0160949
14852;VALPARAISO;-71,6204188;-33,0463913
14856;SAN FELIPE;-70,7381226;-32,7280640
14860;ISLA DE PASCUA;-109,4232847;-27,1501034
14862;VI�A DEL MAR;-71,5710010;-33,0350770
14865;LIMACHE;-71,2638155;-33,0160200
14866;CONCON;-71,5194085;-32,9240904
14868;LA CRUZ;-71,2244447;-32,8288229
14870;VILLA ALEMANA;-71,3772062;-33,0328323
14871;VALPARAISO;-71,6321810;-33,0480740
14874;CASABLANCA;-71,4105150;-33,3201943
14877;SAN ESTEBAN;-70,5777953;-32,8018146
14879;SAN FELIPE;-70,7013663;-32,7512137
14881;ISLA DE PASCUA;-109,3495806;-27,1129900
14885;LLAILLAY;-70,9484511;-32,8401600
14896;PUCHUNCAVI;-71,4128372;-32,7262218
14901;QUILLOTA;-71,2463856;-32,8927647
14902;CALERA;-71,2047982;-32,7931645
14910;VALPARAISO;-71,6152737;-33,0471367
14912;VILLA ALEMANA;-71,3774465;-33,0374861
14913;QUILLOTA;-71,2342465;-32,8584895
14917;VI�A DEL MAR;-71,5640869;-33,0250654
14922;VALPARAISO;-71,5848005;-33,0581875
14923;VI�A DEL MAR;-71,5613022;-33,0276033
14946;LIMACHE;-71,2739800;-32,9849800
14952;VILLA ALEMANA;-71,3309020;-33,0618740
14953;CARTAGENA;-71,6017530;-33,5492780
15501;SANTA CRUZ;-71,3589777;-34,6358093
15502;COLTAUCO;-71,0817358;-34,2917032
15510;RANCAGUA;-70,7340670;-34,1373764
15515;GRANEROS;-70,7271153;-34,0653611
15521;RANCAGUA;-70,7229866;-34,1761388
15522;PICHILEMU;-72,0045511;-34,3916594
15524;SANTA CRUZ;-71,3618734;-34,6313459
15526;MARCHIHUE;-71,6176284;-34,4003007
15534;MACHALI;-70,6971372;-34,1760467
15535;RENGO;-70,8353008;-34,3400091
15544;PEUMO;-71,1667819;-34,3942797
15554;MACHALI;-70,6895824;-34,1741511
15564;MACHALI;-70,7081248;-34,1953237
15569;NAVIDAD;-71,9609481;-34,0884568
15570;LOLOL;-71,6460467;-34,7285029
15571;QUINTA DE TILCOCO;-70,9626754;-34,3538045
15574;SANTA CRUZ;-71,3621059;-34,6380477
15576;SAN FERNANDO;-70,9580278;-34,5997222
15579;RENGO;-70,8577532;-34,4077240
15583;SAN VICENTE;-70,9796455;-34,4772033
15585;RANCAGUA;-70,7406500;-34,1566900
15588;RENGO;-70,8414572;-34,3495112
15589;PEUMO;-71,1702275;-34,3916961
15593;SAN FERNANDO;-70,9899060;-34,5974757
15594;MOSTAZAL;-70,7072101;-33,9780343
15596;SAN VICENTE;-71,0808122;-34,4348367
15600;DO�IHUE;-70,9682449;-34,2260385
15601;RENGO;-70,8559953;-34,4023132
15605;RANCAGUA;-70,7408372;-34,1276631
15608;SAN FERNANDO;-71,0002632;-34,5716062
15610;CHIMBARONGO;-71,0357185;-34,6978830
15614;RENGO;-70,8710073;-34,4054999
15615;PICHILEMU;-71,9833333;-34,4166667
15621;SAN FERNANDO;-70,9911829;-34,5893397
15622;NANCAGUA;-71,2134247;-34,6502214
15624;LAS CABRAS;-71,3132054;-34,2897852
15627;MACHALI;-70,7058755;-34,1901098
15631;MACHALI;-72,6905038;41,7477163
15632;RANCAGUA;-70,7062037;-34,1680889
15633;SAN FERNANDO;-95,7370960;29,7994880
15643;RANCAGUA;-70,7339836;-34,1476751
15646;GRANEROS;-70,7303600;-34,0735655
15650;RANCAGUA;-70,7362933;-34,1675167
15657;SAN VICENTE;-71,0864229;-34,4363123
15662;RANCAGUA;-70,7397374;-34,1439505
15664;SANTA CRUZ;-71,3726800;-34,6289170
15665;GRANEROS;-70,7285919;-34,0766372
15676;RANCAGUA;-70,7106247;-34,1829322
15682;RANCAGUA;-70,7150340;-34,1692390
15683;SANTA CRUZ;-71,3730464;-34,6358506
15684;SAN FERNANDO;-70,9828622;-34,5835341
15690;DO�IHUE;-70,8860561;-34,1983429
15700;RANCAGUA;-70,7431264;-34,1770424
15705;RANCAGUA;-70,7466561;-34,1823892
15707;RANCAGUA;-70,7380975;-34,1582737
15719;RANCAGUA;-70,7380472;-34,1599263
15720;MALLOA;-70,8769225;-34,4315758
15722;NANCAGUA;-71,2038048;-34,6533570
15723;RANCAGUA;-70,7406259;-34,1701324
15724;RENGO;-70,8473644;-34,4097379
15726;RANCAGUA;-70,7037418;-34,1603947
15728;COINCO;-70,9593417;-34,2661579
15731;SAN VICENTE;-71,0655905;-34,4397740
15732;RANCAGUA;-70,7156327;-34,1562858
15739;CHIMBARONGO;-71,0433523;-34,7143378
15744;SAN VICENTE;-71,0790830;-34,4430817
15745;SAN FERNANDO;-71,0039000;-34,5797800
15746;RANCAGUA;-70,7595216;-34,1742287
15750;RANCAGUA;-70,7238045;-34,1501289
15753;RANCAGUA;-70,7103649;-34,1507222
15755;CHIMBARONGO;-71,0406156;-34,7044845
15756;RANCAGUA;-70,7406391;-34,1657122
15757;SAN FERNANDO;-4,7053088;40,6564543
15758;SAN FERNANDO;-116,9780654;32,8433723
15759;MACHALI;-70,6609011;-34,1753922
15762;GRANEROS;-70,7329794;-34,0664775
15763;GRANEROS;-70,7271153;-34,0653611
15764;PICHIDEGUA;-71,3000167;-34,3534595
15767;MACHALI;-70,6501113;-34,1665911
15768;RANCAGUA;-70,7135128;-34,1664248
15769;RANCAGUA;-70,7095662;-34,1499452
15770;PICHILEMU;-71,9900370;-34,3953985
15774;CHIMBARONGO;-71,0429750;-34,7845270
15775;RANCAGUA;-70,7276992;-34,1646257
15777;RANCAGUA;-100,3642403;25,7233916
15779;SAN FERNANDO;-71,0051242;-34,5748229
15781;CODEGUA;-70,6648212;-34,0386224
15787;SAN FERNANDO;-71,0009557;-34,5805562
15792;MACHALI;-70,6499460;-34,1685824
15793;RANCAGUA;-70,7536949;-34,1536006
15807;CHIMBARONGO;-71,0334836;-34,7138576
15808;PAREDONES;-71,9067732;-34,6502057
15809;OLIVAR;-70,8181735;-34,2186272
15810;RANCAGUA;-70,7384120;-34,1599130
15811;SAN FERNANDO;-70,9893504;-34,5947441
15812;PERALILLO;-71,4816518;-34,4762561
15817;MACHALI;-70,6913840;-34,1736692
15820;SAN VICENTE;-100,1988771;25,7103631
15828;RANCAGUA;-70,7190677;-34,1536502
15830;MOSTAZAL;-70,7070825;-33,9779707
15832;SAN VICENTE;-71,0933863;-34,4428993
15840;RANCAGUA;-70,7427359;-34,1767022
15843;RENGO;-70,8485550;-34,4114410
15848;SAN FERNANDO;-70,9979411;-34,5902435
15854;RANCAGUA;-70,7118050;-34,1745310
15855;GRANEROS;-70,7385155;-34,0663366
15857;CHIMBARONGO;-71,0433523;-34,7143378
15859;NANCAGUA;-71,2023520;-34,6469550
16410;LONGAVI;-71,6864586;-35,9658523
16414;TALCA;-71,6658890;-35,4247324
16415;CURICO;-71,2098659;-34,9717314
16417;CURICO;-71,2353351;-34,9906821
16424;MOLINA;-71,2836160;-35,1129613
16427;TALCA;-71,6046093;-35,4349779
16428;HUALA�E;-71,8047751;-34,9732356
16431;CURICO;-71,2100269;-34,9913643
16432;MOLINA;-71,3262042;-35,2959246
16434;TALCA;-71,6278735;-35,4450369
16441;TALCA;-71,6455198;-35,4325307
16443;TALCA;-71,6509387;-35,4198812
16444;CONSTITUCION;-72,3980853;-35,3445729
16446;TALCA;-71,6683954;-35,4374616
16448;CURICO;-71,2361112;-34,9802772
16452;CURICO;-71,2486200;-34,9957700
16453;LINARES;-71,5802743;-35,8326776
16454;CHANCO;-72,5130050;-35,7284003
16456;PARRAL;-71,6002527;-36,3842914
16457;CURICO;-71,2414448;-34,9776614
16458;CURICO;-71,2359127;-34,9825429
16459;CONSTITUCION;-72,3915027;-35,3807717
16460;CURICO;-71,2441480;-34,9671300
16461;TALCA;-71,6279072;-35,4207971
16462;TALCA;-71,6408778;-35,4325052
16467;TALCA;-71,6902881;-35,4446744
16468;COLBUN;-71,4060021;-35,6948183
16469;PARRAL;-71,8270187;-36,1392860
16470;TALCA;-71,6763966;-35,4352812
16476;CONSTITUCION;-72,4292370;-35,3319836
16477;TENO;-71,1600265;-34,8805770
16484;CAUQUENES;-72,3109132;-35,9667514
16485;CAUQUENES;-72,3130906;-35,9671012
16488;TALCA;-71,6579531;-35,4311685
16489;TALCA;-71,6096146;-35,4396025
16491;CURICO;-71,2447576;-34,9681641
16492;LINARES;-71,5821826;-35,8273396
16494;CURICO;-71,2294703;-34,9647454
16497;TALCA;-71,6566059;-35,4170866
16502;MOLINA;-71,2782364;-35,1215458
16506;CONSTITUCION;-72,4202932;-35,3413663
16507;SAN JAVIER;-122,1697190;37,4274745
16508;CURICO;-71,2319270;-34,9699368
16509;CURICO;-71,2130141;-34,9903021
16510;LINARES;-81,7073450;26,2714509
16512;CURICO;-71,2039834;-34,9719613
16513;CURICO;-71,2015866;-34,9652135
16518;LINARES;-71,5909757;-35,8414731
16520;CURICO;-71,2425689;-34,9800708
16526;TALCA;-71,6947878;-35,4436195
16535;CURICO;-71,2557933;-34,9849284
16541;CURICO;-71,2519863;-34,9808172
16549;CURICO;-71,2136106;-34,9770987
16550;TALCA;-71,6704940;-35,4239654
16551;RAUCO;-71,2963987;-34,8857971
16556;LINARES;-71,5965523;-35,8442510
16564;CURICO;-71,1965831;-34,9447134
16569;CURICO;-71,1986513;-34,9369246
16570;ROMERAL;-71,1329971;-34,9619778
16580;SAN CLEMENTE;-71,4795643;-35,5434426
16582;CURICO;-71,2495366;-34,9814941
16583;CURICO;-71,2043770;-34,9437360
16587;SAGRADA FAMILIA;-71,3867693;-34,9975671
16588;CURICO;-71,2303026;-34,9665816
16589;CURICO;-71,2545696;-34,9913914
16600;CURICO;-71,2525900;-34,9729700
16604;TALCA;-71,6623004;-35,4320536
16608;MOLINA;-70,5842260;-33,5244919
16624;PELARCO;-71,4486925;-35,3812829
16625;SAN JAVIER;-71,6117083;-35,5886665
16627;TALCA;-71,6697900;-35,4235400
16634;TENO;-71,1600265;-34,8805770
16642;LINARES;-71,5970450;-35,8513602
16644;SAN JAVIER;-71,7367194;-35,5890636
16652;CURICO;-71,2537374;-34,9715962
16656;TALCA;-71,6566850;-35,4293690
16658;CAUQUENES;-72,3320380;-35,9656521
16673;TALCA;-71,6695689;-35,4259241
16676;TALCA;-71,6479608;-35,4028901
16677;RETIRO;-71,7634499;-36,0577501
16678;TALCA;-71,6451821;-35,4289567
16685;MOLINA;-71,2754067;-35,1128705
16690;MAULE;-71,6857824;-35,5190394
16695;CURICO;-71,2043770;-34,9437360
16696;LINARES;-71,5907895;-35,8444862
16697;CURICO;-71,2369140;-34,9976020
16704;SAN CLEMENTE;-71,4880430;-35,5286650
16708;LINARES;-84,1799675;39,7393000
16713;CURICO;-71,2098659;-34,9717314
16715;CURICO;-71,2290001;-34,9629022
16716;CURICO;-71,2140750;-34,9841376
16717;SAN RAFAEL;-71,5165275;-35,3069289
16722;TALCA;-71,6566850;-35,4293690
16723;CAUQUENES;-72,3247576;-35,9628526
16727;CAUQUENES;-72,3130682;-35,9669975
16728;MAULE;-71,6924950;-35,4549831
16729;CURICO;-71,2437054;-34,9711448
16730;CURICO;-71,2619546;-34,9809414
16732;TALCA;-71,6972468;-35,4406809
16733;SAN CLEMENTE;-71,4838061;-35,5463057
16744;MAULE;-71,6955560;-35,4677780
16746;CONSTITUCION;-72,2970673;-35,2418137
16747;CURICO;-71,2098659;-34,9717314
16748;TALCA;-71,6574653;-35,4262926
16749;TALCA;-71,6845498;-35,4422697
16751;CAUQUENES;-72,3176249;-35,9809027
16752;TALCA;-71,6566850;-35,4293690
16754;ROMERAL;-71,1231535;-34,9529339
16756;MAULE;-71,6912746;-35,4536140
16757;LICANTEN;-71,9862407;-34,9801766
16766;OSORNO;-122,3026620;41,2870445
16770;CORONEL;-73,1541276;-36,9545206
16776;COLINA;-70,5823102;-33,3948138
16780;LOS ANGELES;-72,3357131;-37,4934647
16783;SAN BERNARDO;-70,6767386;-33,5845578
16787;TALAGANTE;-70,9266692;-33,6640834
16792;EL CARMEN;-72,0207309;-36,8985496
16793;CONCEPCION;-73,0299434;-36,8038373
16794;GALVARINO;-95,3222341;29,6356152
16795;PUENTE ALTO;-70,5855056;-33,6249238
16798;VILLA ALEMANA;-71,3779689;-33,0466766
16799;SAN BERNARDO;-70,6987361;-33,5854485
16807;TALAGANTE;-70,9264680;-33,6683670
16815;BUIN;-70,7409738;-33,7391046
16816;SAN BERNARDO;-124,1953753;40,6984320
16820;SAN MIGUEL;-100,1988771;25,7103631
16825;PE�AFLOR;-70,8915838;-33,5986015
16829;COLINA;-70,6398970;-33,2771600
16830;CALERA DE TANGO;-70,7715312;-33,6257449
16835;CASTRO;-73,7782952;-42,4506037
16840;PEUMO;-84,1799675;39,7393000
16843;PANGUIPULLI;-72,3241980;-39,6385683
16844;PANGUIPULLI;-72,3241980;-39,6385683
16846;MOLINA;-71,2801296;-35,1158336
16847;MOLINA;-71,2754067;-35,1128705
16849;COLBUN;-71,4146915;-35,6992480
16851;SAN ANTONIO;-71,6137477;-33,5976076
16855;MOLINA;-119,1908234;46,2222099
16856;MAULE;-71,6957440;-35,5249871
16857;EL MONTE;-118,0388265;34,0724241
16871;PUERTO MONTT;-72,9293977;-41,4578862
16874;YUMBEL;-72,5640525;-37,1004933
16879;HUECHURABA;-70,6855111;-33,3597463
16881;VALPARAISO;-71,5552159;-33,1168127
16886;SAN BERNARDO;-70,6989125;-33,6123507
16887;VALPARAISO;-71,5667780;-33,1176650
16890;QUINTA NORMAL;-70,6898613;-33,4360591
16892;PUNTA ARENAS;-70,9041859;-53,1560970
16895;PORVENIR;-70,3673136;-53,2950322
16896;VI�A DEL MAR;-71,5525830;-33,0207450
16906;VALPARAISO;-71,5734746;-33,1158469
16910;VILLARRICA;-72,2242616;-39,2823902
16915;CABRERO;-73,1113656;-36,7235215
16919;COIHUECO;-71,8279015;-36,6283059
16922;CASTRO;-73,7609577;-42,4822839
16923;PUERTO MONTT;-72,9385117;-41,4419877
16926;YUNGAY;-72,1867034;-37,1315185
16927;CHILLAN;-72,0770519;-36,6237222
16932;OLIVAR;-70,7545914;-34,1824415
16935;ANTOFAGASTA;-70,4019402;-23,6506867
16941;GALVARINO;-84,1799675;39,7393000
16942;TEODORO SCHMIDT;-73,0939697;-38,9990010
16945;QUILLOTA;-71,2626270;-32,8922776
16950;QUELLON;-73,6245466;-43,1155387
16955;LAMPA;-70,8793280;-33,2827093
16958;LA FLORIDA;-70,6045134;-33,5331422
16962;CARAHUE;-73,1573996;-38,7106116
16970;PITRUFQUEN;-72,6321541;-38,9954823
16975;COIHAIQUE;-72,0311593;-45,5760247
16978;FRUTILLAR;-73,0274425;-41,1351038
16980;PAINE;-70,7239578;-33,8059352
16985;QUELLON;-73,6153270;-43,1201253
16993;VALPARAISO;-71,6152384;-33,0480662
16997;PE�AFLOR;-70,8925105;-33,6004175
17000;LOS ANDES;-70,6087589;-32,8402020
17600;LOS ANGELES;-72,3385663;-37,4423329
17602;CONCEPCION;-73,0560480;-36,8260410
17605;LOS ANGELES;-72,3392120;-37,4583962
17606;SAN PEDRO DE LA PAZ;-73,1083502;-36,8438017
17607;CONCEPCION;-73,0625005;-36,7995952
17634;SAN PEDRO DE LA PAZ;-73,0981137;-36,8549289
17635;CONCEPCION;-73,0447291;-36,8109655
17636;PINTO;-71,4799699;-36,9105610
17638;LOS ANGELES;-72,3382320;-37,4807810
17640;QUIRIHUE;-72,5428842;-36,2848885
17641;TREGUACO;-72,8508090;-36,3755470
17643;NEGRETE;-72,5272250;-37,5899212
17648;CHIGUAYANTE;-73,0246673;-36,9347179
17652;YUMBEL;-72,5582975;-37,0983181
17654;CORONEL;-115,4724779;32,6374868
17655;NACIMIENTO;-106,6524999;30,5630555
17657;CORONEL;-73,1668930;-36,9823608
17658;CONCEPCION;-73,0408426;-36,8283878
17660;CORONEL;-73,1239649;40,9047962
17662;COIHUECO;-71,8374981;-36,6306327
17679;CHILLAN;-72,1056115;-36,6101593
17686;CONCEPCION;-73,0562957;-36,8278120
17687;LOS ANGELES;-72,3678665;-37,4519653
17689;CHIGUAYANTE;-73,0101325;-36,9449817
17690;LOS ANGELES;-72,3517300;-37,4896600
17692;CHIGUAYANTE;-73,0285924;-36,9217461
17693;TALCAHUANO;-73,1379449;-36,7139813
